carat,cut,color,clarity,depth,table,price,size
0.9,Fair,J,VS2,65.0,56.0,2815,144.689408
0.95,Fair,F,SI2,56.0,60.0,2815,159.08124800000002
0.89,Premium,H,SI2,60.2,59.0,2815,146.63924799999998
0.72,Premium,E,VS2,58.3,58.0,2815,123.04897600000001
0.96,Fair,E,SI2,53.1,63.0,2815,158.878475
1.02,Premium,G,I1,60.3,58.0,2815,167.7455
0.78,Very Good,I,VVS2,61.4,56.0,2816,127.99878000000002
0.61,Ideal,G,VVS2,60.1,57.0,2816,101.52825599999998
0.71,Good,D,VS1,63.4,55.0,2816,114.27682200000001
0.78,Premium,F,SI1,61.5,59.0,2816,127.563072
0.87,Ideal,H,SI2,62.7,56.0,2816,145.37908000000002
0.83,Ideal,H,SI1,62.5,55.0,2816,136.2624
0.71,Premium,E,SI1,61.3,56.0,2817,116.91148200000002
0.71,Ideal,I,VVS2,60.2,56.0,2817,121.42352799999998
0.71,Ideal,E,VS2,62.7,57.0,2817,113.005296
0.71,Premium,E,VS2,62.3,58.0,2817,113.48420500000002
0.63,Ideal,F,VVS2,61.5,56.0,2817,102.243648
0.71,Premium,E,SI1,59.2,59.0,2817,118.206748
0.71,Premium,E,SI1,61.8,59.0,2817,116.0235
0.71,Ideal,E,SI1,61.3,55.0,2817,116.17548799999999
0.71,Premium,E,SI1,61.4,58.0,2817,116.70921299999999
0.9,Ideal,J,VS2,62.8,55.0,2817,148.18496
0.71,Good,E,SI1,62.8,64.0,2817,108.58399999999999
0.7,Premium,E,VS2,62.4,61.0,2818,112.167616
0.7,Premium,E,VS2,59.3,60.0,2818,112.93715400000002
0.7,Premium,E,VS2,63.0,60.0,2818,111.80735999999999
1.0,Premium,H,I1,61.3,60.0,2818,161.474661
0.86,Premium,F,SI2,59.3,62.0,2818,147.555816
0.8,Ideal,H,SI1,61.0,57.0,2818,134.02560000000003
0.7,Ideal,E,VS1,62.9,57.0,2818,112.40420400000001
0.7,Premium,E,VS1,59.6,57.0,2818,120.59355000000001
0.7,Premium,F,VS2,61.8,60.0,2818,112.3206
0.7,Premium,E,VS1,62.7,57.0,2818,113.72495999999998
1.0,Fair,H,SI2,65.3,62.0,2818,158.307264
0.72,Very Good,G,VS1,63.8,58.0,2819,115.64707199999998
0.72,Ideal,H,VS1,62.3,56.0,2819,118.362318
0.7,Good,F,VS1,59.7,63.0,2819,115.05888
0.86,Good,F,SI2,64.3,60.0,2819,136.04734499999998
0.71,Ideal,G,VS1,62.9,58.0,2820,114.97327800000001
0.75,Ideal,E,SI1,62.0,57.0,2821,120.35116
0.73,Premium,E,VS2,61.6,59.0,2821,117.039834
0.53,Ideal,E,VVS1,61.9,55.0,2821,87.23624000000001
0.73,Premium,E,SI1,61.3,58.0,2821,119.21183999999998
0.73,Good,E,SI1,63.6,57.0,2821,118.35252
0.73,Premium,E,SI1,59.6,61.0,2821,121.55831999999998
0.73,Premium,E,SI1,62.2,59.0,2821,116.67401599999998
0.73,Premium,D,SI1,61.7,55.0,2821,122.35968
0.73,Very Good,E,SI1,63.2,58.0,2821,118.85184000000001
0.7,Premium,E,VS1,60.8,60.0,2822,114.058392
0.72,Premium,E,VS2,60.3,59.0,2822,118.89071999999999
0.72,Premium,E,VS2,60.9,60.0,2822,117.59616000000001
0.72,Premium,E,VS2,62.4,59.0,2822,117.74261999999999
0.7,Premium,E,VS2,60.2,60.0,2822,112.35384
0.6,Ideal,F,VVS2,62.0,55.0,2822,96.85332
0.74,Ideal,I,VVS1,60.8,57.0,2822,123.00970499999998
0.73,Ideal,F,SI1,62.1,55.0,2822,118.9813
0.71,Premium,D,SI1,62.7,60.0,2822,115.581249
0.71,Premium,D,SI1,61.3,58.0,2822,115.97520000000002
0.7,Premium,D,SI1,60.2,60.0,2822,116.4582
0.7,Ideal,D,SI1,60.7,56.0,2822,114.4572
0.9,Good,J,VS2,64.0,61.0,2822,140.58583199999998
0.71,Ideal,D,SI1,60.2,56.0,2822,120.25657600000001
0.7,Premium,E,VS2,61.5,59.0,2822,114.23786399999999
0.7,Premium,E,VS2,62.6,56.0,2822,115.05421600000001
0.7,Ideal,D,SI1,59.7,58.0,2822,116.19164400000001
0.7,Good,E,SI1,61.4,64.0,2822,112.79191400000002
0.7,Ideal,D,SI1,62.5,57.0,2822,110.269458
0.7,Ideal,D,SI1,61.8,56.0,2822,113.232249
0.7,Premium,E,VS2,60.7,62.0,2822,112.41401599999999
0.7,Premium,F,VS2,60.6,58.0,2822,115.78423999999998
0.7,Ideal,D,SI1,61.4,54.0,2822,115.5704
0.79,Very Good,D,SI2,62.8,59.0,2823,127.57806000000002
0.9,Good,I,SI1,63.8,57.0,2823,144.504942
0.71,Premium,E,VS2,62.3,58.0,2823,114.40784400000001
0.61,Ideal,E,VVS2,61.3,54.0,2823,104.72305999999999
0.9,Fair,H,SI2,65.8,54.0,2823,143.26884
0.71,Ideal,E,SI1,60.5,56.0,2823,114.72548700000002
0.71,Premium,D,VS2,61.2,59.0,2824,114.31210000000002
0.77,Ideal,I,VVS2,62.1,57.0,2824,124.227312
0.74,Good,E,VS1,63.1,58.0,2824,119.26995000000002
0.82,Ideal,F,SI2,62.4,54.0,2824,134.413356
0.82,Premium,E,SI2,60.8,60.0,2824,133.887105
0.71,Premium,G,VS1,62.2,59.0,2825,114.80857200000001
0.83,Premium,H,SI1,60.0,59.0,2825,133.89376000000001
0.73,Very Good,G,VS1,62.0,57.0,2825,119.393
0.83,Premium,H,SI1,62.5,59.0,2825,133.96305999999998
1.17,Premium,J,I1,60.2,61.0,2825,194.63451
0.91,Fair,H,SI2,61.3,67.0,2825,147.16353600000002
0.73,Premium,E,VS1,62.6,60.0,2826,116.9228
0.7,Good,E,VS1,57.2,59.0,2826,118.053936
0.9,Premium,I,SI2,62.2,59.0,2826,140.562383
0.7,Premium,E,VS1,62.2,58.0,2826,110.93599999999999
0.7,Very Good,D,VS2,63.3,56.0,2826,110.61792
0.7,Premium,E,VS1,59.4,61.0,2826,113.46602399999999
0.9,Very Good,I,SI2,63.5,56.0,2826,145.31337200000002
0.78,Premium,F,SI1,60.8,60.0,2826,128.37171600000002
0.96,Ideal,F,I1,60.7,55.0,2826,158.426996
0.7,Very Good,D,SI1,62.3,59.0,2827,114.40926000000002
0.72,Good,D,VS2,64.0,54.0,2827,117.84863999999999
0.79,Premium,H,VVS2,62.6,58.0,2827,130.45844
0.7,Ideal,H,VVS1,61.6,57.0,2827,114.96531200000001
0.7,Ideal,H,VVS1,62.3,55.0,2827,114.20748
0.7,Ideal,D,SI2,60.6,57.0,2828,115.588102
1.01,Premium,H,SI2,61.6,61.0,2828,157.65471899999997
0.72,Premium,F,VS1,62.2,58.0,2829,116.679
0.8,Good,E,SI2,63.7,54.0,2829,130.09387500000003
0.59,Ideal,E,VVS1,62.0,56.0,2829,96.026544
0.72,Ideal,F,VS1,61.7,57.0,2829,117.57528999999998
0.75,Premium,E,SI2,61.9,57.0,2829,123.88219200000002
0.8,Premium,E,SI2,60.2,57.0,2829,131.98861499999998
0.71,Very Good,E,VS2,62.7,59.0,2830,114.64980000000003
0.77,Very Good,H,SI1,61.7,56.0,2830,124.519312
0.97,Ideal,F,I1,60.7,56.0,2830,160.74356999999998
0.53,Ideal,F,VVS1,60.9,57.0,2830,88.25677300000001
0.53,Ideal,F,VVS1,61.8,57.0,2830,85.69728000000002
0.8,Ideal,I,VS2,62.1,54.4,2830,131.64822
0.9,Premium,G,SI1,60.6,62.0,2830,142.371702
0.76,Very Good,E,SI2,60.8,60.0,2831,127.152142
0.72,Ideal,E,SI1,62.3,57.0,2831,117.21024
0.75,Ideal,E,SI1,61.4,57.0,2831,122.646606
0.72,Premium,E,SI1,62.1,58.0,2831,117.82713600000001
0.79,Ideal,G,SI1,61.8,56.0,2831,128.26945800000001
0.72,Very Good,F,VS2,62.5,58.0,2832,117.54035000000002
0.91,Very Good,I,SI2,62.8,61.0,2832,147.08709
0.71,Premium,G,VVS2,62.1,57.0,2832,115.00575000000002
0.81,Premium,G,SI1,63.0,60.0,2832,125.50529600000002
0.82,Ideal,H,SI1,62.5,57.0,2832,130.89881699999998
0.71,Premium,F,VS1,62.2,58.0,2832,114.608208
0.9,Good,J,SI1,64.3,63.0,2832,141.07873999999998
0.8,Very Good,I,VS2,62.0,58.0,2833,127.61322000000003
0.56,Very Good,E,IF,61.0,59.0,2833,91.35244800000001
0.7,Very Good,D,VS2,59.6,61.0,2833,115.45769999999999
0.7,Ideal,D,VS2,61.0,57.0,2833,116.04902399999997
0.61,Ideal,F,VVS2,61.7,55.0,2833,100.64842000000002
0.85,Ideal,H,SI2,62.5,57.0,2833,138.12649199999998
0.7,Ideal,F,SI1,60.7,57.0,2833,114.98677500000002
0.8,Ideal,G,VS2,62.2,56.0,2834,127.964826
0.8,Ideal,H,VS2,62.8,57.0,2834,128.35929000000002
0.51,Very Good,D,VVS1,59.9,58.0,2834,83.01924000000001
0.53,Ideal,F,VVS1,61.4,57.0,2834,87.02720000000001
0.78,Ideal,I,VS2,61.8,55.0,2834,129.27208000000002
0.9,Very Good,J,SI1,63.4,54.0,2834,147.74682
0.9,Fair,G,SI2,65.3,59.0,2834,143.4948
0.77,Ideal,E,SI2,60.7,55.0,2834,129.806985
0.73,Ideal,F,VS1,61.2,56.0,2835,122.51082199999998
0.63,Ideal,F,VVS2,61.9,57.0,2835,102.47497999999999
0.7,Ideal,E,VS2,61.5,54.0,2835,115.368
0.72,Ideal,E,VS2,62.8,57.0,2835,117.45869699999999
0.72,Ideal,E,SI1,61.0,57.0,2835,118.33972
0.75,Premium,F,VS2,59.6,59.0,2835,128.083032
0.82,Very Good,H,SI1,60.7,56.0,2836,134.330808
0.71,Good,E,VS2,62.8,60.0,2836,111.6892
0.7,Premium,E,VS1,62.6,59.0,2837,114.32917
0.7,Ideal,E,VS1,61.8,56.0,2837,115.291918
0.71,Ideal,F,SI1,59.8,53.0,2838,119.02714800000003
0.76,Very Good,H,SI1,60.9,55.0,2838,126.94492799999999
0.82,Fair,F,SI1,64.9,58.0,2838,127.25898899999999
0.72,Premium,F,VS1,58.8,60.0,2838,120.790353
0.7,Premium,F,VS2,62.3,58.0,2838,114.20323199999999
0.7,Premium,F,VS2,61.7,58.0,2838,111.80110300000001
0.7,Premium,G,VS1,62.6,55.0,2838,115.049232
0.7,Premium,F,VS2,59.4,61.0,2838,116.457165
0.7,Very Good,E,SI1,63.5,59.0,2838,106.25895000000001
0.7,Premium,F,VS2,60.9,61.0,2838,111.82235600000001
0.7,Premium,F,VS2,59.5,58.0,2838,116.049375
0.7,Premium,G,VS1,63.0,60.0,2838,110.89424399999999
0.74,Very Good,E,SI1,60.0,57.0,2839,121.28688
0.71,Ideal,F,VS1,61.5,57.0,2839,115.36940799999999
0.7,Ideal,F,VS1,61.6,54.0,2839,116.1017
0.71,Ideal,F,VS1,62.1,55.0,2839,118.015632
0.71,Premium,F,VS1,59.1,61.0,2839,116.720576
0.71,Premium,F,VS1,59.0,60.0,2839,115.78308000000001
0.71,Premium,F,VS1,60.5,58.0,2839,114.12830000000001
0.7,Ideal,F,VS1,62.4,53.0,2839,116.80433099999999
0.73,Ideal,G,VS2,61.8,54.0,2839,121.18404
0.7,Ideal,E,VS2,62.1,54.0,2839,115.215672
0.7,Ideal,G,VS1,61.3,57.0,2839,115.04165399999998
0.71,Premium,G,VVS2,60.3,58.0,2839,117.7386
0.71,Premium,F,VS1,59.2,58.0,2839,118.205364
0.79,Premium,G,VS2,59.3,62.0,2839,131.39723099999998
0.71,Premium,F,VS1,62.7,59.0,2839,113.7207
0.77,Very Good,H,VS1,61.0,60.0,2840,124.33247
0.75,Very Good,F,SI2,59.8,56.0,2840,121.90463999999999
0.7,Ideal,F,SI1,61.0,56.0,2840,117.39200000000001
0.71,Premium,F,VS2,59.3,56.0,2840,118.74895200000002
0.92,Ideal,D,SI2,61.9,56.0,2840,150.05363999999997
0.83,Premium,F,SI2,61.4,59.0,2840,136.610304
0.7,Premium,H,VVS1,59.2,60.0,2840,117.05367000000001
0.73,Premium,F,VS2,60.3,59.0,2841,122.94715000000001
0.71,Very Good,D,VS1,63.4,55.0,2841,114.27682200000001
0.73,Very Good,D,SI1,63.9,57.0,2841,117.31651800000002
0.82,Ideal,F,SI2,61.7,53.0,2841,137.3328
0.82,Ideal,F,SI2,62.3,56.0,2841,133.82941599999998
0.82,Very Good,F,SI2,59.7,57.0,2841,137.531088
0.52,Ideal,F,VVS1,61.2,56.0,2841,85.98688200000001
1.0,Premium,F,I1,58.9,60.0,2841,167.3001
0.95,Fair,G,SI1,66.7,56.0,2841,150.807888
0.73,Ideal,D,SI1,61.4,57.0,2841,118.5984
0.73,Premium,F,VS2,59.9,59.0,2841,118.54465
0.73,Premium,G,VS1,61.4,58.0,2841,119.549784
0.8,Ideal,I,VS1,62.6,54.0,2842,131.25350400000002
0.7,Premium,F,VS2,58.7,61.0,2842,112.13487999999998
0.7,Very Good,E,VS2,60.2,62.0,2843,113.27212500000002
0.7,Very Good,E,VS2,62.7,58.0,2843,113.72602499999999
0.71,Very Good,E,VS2,59.4,58.0,2843,115.31980800000001
0.81,Very Good,F,SI2,63.2,58.0,2843,130.85212800000002
0.71,Very Good,D,SI1,61.5,58.0,2843,117.44551800000002
0.73,Ideal,G,VVS2,61.3,57.0,2843,121.13152799999999
0.73,Very Good,F,VS1,61.8,59.0,2843,118.10905200000002
0.72,Ideal,E,VS2,62.0,57.0,2843,116.35266999999999
0.81,Ideal,F,SI2,62.1,57.0,2843,129.40536000000003
0.71,Ideal,G,VVS2,60.7,57.0,2843,118.207936
0.73,Very Good,E,SI1,57.7,61.0,2844,121.021376
0.7,Very Good,E,VS1,62.0,59.0,2844,112.64291999999999
1.01,Ideal,I,I1,61.5,57.0,2844,165.41799
1.01,Good,I,I1,63.1,57.0,2844,163.11752999999996
0.79,Ideal,H,VS2,62.5,57.0,2844,129.67131
0.7,Very Good,E,VS2,61.8,59.0,2845,112.322
0.7,Very Good,E,VS2,58.9,60.0,2845,117.32292
0.8,Good,H,VS2,63.4,60.0,2845,128.170368
1.27,Premium,H,SI2,59.3,61.0,2845,210.8232
0.79,Ideal,D,SI1,61.5,56.0,2846,128.56614
0.72,Very Good,F,VS1,60.2,59.0,2846,118.3476
0.73,Ideal,H,VVS2,61.6,56.0,2846,121.052688
1.01,Fair,H,SI2,65.4,59.0,2846,162.09018
1.01,Good,H,I1,64.2,61.0,2846,154.11375
0.73,Ideal,E,SI1,59.1,59.0,2846,123.63624
0.7,Ideal,E,SI1,61.6,57.0,2846,116.10028799999999
0.7,Good,F,VS2,59.1,61.0,2846,115.379712
0.77,Premium,E,SI1,62.9,59.0,2846,123.757776
0.77,Premium,G,VS2,61.3,60.0,2846,123.27018899999999
0.77,Premium,G,VS1,61.4,58.0,2846,127.00135800000001
0.84,Very Good,H,SI1,61.2,57.0,2847,139.62168
0.72,Ideal,E,SI1,60.3,57.0,2847,120.05136
0.76,Premium,D,SI1,61.1,59.0,2847,125.874924
0.7,Very Good,G,VVS2,62.9,59.0,2848,113.12003999999999
0.54,Ideal,D,VVS2,61.5,55.0,2848,89.98290000000001
0.75,Fair,D,SI2,64.6,57.0,2848,121.48136
0.79,Good,E,SI1,64.1,54.0,2849,128.334
0.74,Very Good,E,VS1,63.1,58.0,2849,119.26995000000002
0.7,Very Good,E,VS2,61.0,60.0,2850,116.25049799999998
0.7,Ideal,F,VS2,60.8,59.0,2850,114.97839900000002
0.75,Ideal,J,SI1,61.5,56.0,2850,123.19955999999999
1.2,Very Good,H,I1,63.1,60.0,2850,190.44517500000003
0.8,Very Good,F,SI1,63.4,57.0,2851,127.17805800000001
0.66,Ideal,D,VS1,62.1,56.0,2851,106.45941
0.87,Very Good,F,SI2,61.0,63.0,2851,141.58275
0.86,Premium,H,SI1,62.7,59.0,2851,136.169384
0.74,Ideal,F,SI1,61.0,57.0,2851,120.99905999999999
0.58,Very Good,E,IF,60.6,59.0,2852,95.350257
0.78,Ideal,I,VS1,61.5,57.0,2852,126.35884799999998
0.74,Ideal,G,SI1,61.3,55.0,2852,123.06878999999999
0.73,Ideal,E,SI1,62.7,55.0,2852,118.8108
0.91,Very Good,I,SI1,63.5,57.0,2852,143.764308
0.71,Premium,F,VS2,62.6,58.0,2853,115.05564000000001
0.71,Good,G,VS1,63.5,55.0,2853,114.601416
0.79,Ideal,D,SI2,62.8,57.0,2853,127.36035
0.79,Premium,D,SI2,60.0,60.0,2853,132.865623
0.71,Premium,E,SI1,62.7,58.0,2853,115.781526
0.82,Premium,I,VS1,61.9,58.0,2853,132.31311000000002
0.78,Very Good,H,VS1,61.9,57.1,2854,127.83099000000001
0.7,Very Good,E,VS1,62.4,56.0,2854,113.80391999999999
1.12,Premium,H,I1,59.1,61.0,2854,183.06
0.73,Premium,E,VS2,62.0,57.0,2854,121.51295999999999
0.91,Fair,J,VS2,64.4,62.0,2854,142.147602
0.91,Fair,J,VS2,65.4,60.0,2854,142.78560000000002
0.91,Good,J,VS2,64.2,58.0,2854,146.101536
0.91,Fair,H,SI1,65.8,58.0,2854,143.74958399999997
0.7,Premium,E,VS1,58.4,59.0,2854,118.181679
0.68,Premium,F,VVS2,61.7,57.0,2854,111.60601199999999
0.73,Very Good,F,VS2,62.5,57.0,2855,117.33449999999999
1.03,Good,J,SI1,63.6,57.0,2855,161.72470600000003
0.74,Premium,D,VS2,62.4,57.0,2855,119.8512
0.98,Fair,E,SI2,53.3,67.0,2855,165.94014800000002
1.02,Fair,I,SI1,53.0,63.0,2856,169.482888
1.0,Fair,G,SI2,67.8,61.0,2856,141.35927999999998
1.02,Ideal,H,SI2,61.6,55.0,2856,166.088186
0.6,Ideal,F,VVS2,60.8,57.0,2856,99.15379200000001
0.8,Ideal,G,SI2,61.6,56.0,2856,132.396093
0.97,Ideal,F,I1,60.7,56.0,2856,160.74356999999998
1.0,Fair,I,SI1,67.9,62.0,2856,154.90165500000003
0.26,Ideal,E,VS1,62.3,57.0,556,41.80572
0.26,Ideal,E,VS1,62.1,56.0,556,42.969539999999995
0.36,Ideal,H,SI1,61.9,55.0,556,59.36292900000001
0.34,Good,G,VS2,57.5,61.0,556,57.019760000000005
0.34,Good,E,SI1,63.3,57.0,556,55.967976
0.34,Good,E,SI1,63.5,55.0,556,56.166444000000006
0.34,Good,E,SI1,63.4,55.0,556,55.84276800000001
0.34,Very Good,G,VS2,59.6,62.0,556,56.103503999999994
0.34,Ideal,E,SI1,62.2,54.0,556,56.12085
0.32,Good,E,VS2,64.1,54.0,556,52.914582
0.31,Ideal,I,VVS1,61.6,55.0,557,51.91452000000001
0.31,Ideal,I,VVS1,61.3,56.0,557,51.179424000000004
0.31,Ideal,I,VVS1,62.3,54.0,557,52.49244
0.31,Ideal,I,VVS1,62.0,54.0,557,52.300160000000005
0.31,Ideal,I,VVS1,62.7,53.0,557,51.23256
0.31,Ideal,I,VVS1,62.2,53.0,557,51.94329600000001
0.31,Ideal,G,VS2,62.2,53.6,557,50.7384
0.31,Ideal,H,VS1,61.6,54.8,557,51.135555
0.31,Ideal,H,VS1,61.8,54.2,557,50.900449
0.33,Premium,G,SI2,59.4,59.0,557,54.511199999999995
0.33,Premium,F,SI2,62.3,58.0,557,53.603
0.33,Premium,G,SI2,62.6,58.0,557,53.67648
0.33,Ideal,G,SI2,61.9,56.0,557,53.77113000000001
0.33,Premium,F,SI2,63.0,58.0,557,54.065439999999995
0.33,Premium,J,VS1,62.8,58.0,557,53.31160799999999
0.33,Premium,J,VS1,61.5,61.0,557,53.255968
0.33,Ideal,J,VS1,62.1,55.0,557,53.8461
0.33,Ideal,I,SI1,63.0,57.0,557,52.948668
0.33,Good,I,SI1,63.6,53.0,557,54.77252
0.33,Premium,I,SI1,60.4,59.0,557,55.7739
1.0,Fair,H,SI2,66.1,56.0,2856,149.77774799999997
0.77,Premium,F,SI1,60.8,59.0,2856,124.19449600000002
0.77,Premium,F,SI1,61.0,58.0,2856,126.51606000000002
0.7,Good,E,VVS2,60.1,63.0,2857,110.920176
0.9,Very Good,G,SI2,63.1,58.0,2857,139.81811199999999
0.72,Ideal,E,SI1,62.3,57.0,2857,117.21024
0.9,Premium,I,VS2,61.9,59.0,2857,145.41976
0.72,Premium,E,SI1,62.1,58.0,2857,117.82713600000001
0.7,Ideal,G,VVS2,62.1,56.0,2858,113.158496
0.81,Very Good,F,SI1,61.3,57.0,2858,134.7577
0.81,Very Good,F,SI1,61.7,57.0,2858,135.036
0.71,Premium,E,VS2,61.0,60.0,2858,114.38265600000001
0.7,Premium,E,VS2,61.4,59.0,2858,114.64010999999999
0.71,Premium,E,VS2,61.5,60.0,2858,115.163136
0.71,Very Good,E,VS2,63.5,59.0,2858,113.66929599999999
0.92,Premium,J,SI1,62.9,58.0,2858,149.91443999999998
0.76,Ideal,E,SI1,62.7,54.0,2858,125.809068
0.73,Ideal,D,SI1,61.5,56.0,2858,121.26176
0.71,Premium,D,VS2,60.4,62.0,2858,113.60148799999999
0.7,Good,E,VVS2,63.6,62.0,2858,111.441528
0.9,Fair,G,SI2,64.5,56.0,2858,141.4404
0.71,Fair,D,VS2,56.9,65.0,2858,114.88798399999999
0.7,Ideal,D,VS2,61.0,57.0,2859,116.04902399999997
0.7,Premium,D,VS2,62.4,56.0,2859,114.93195999999999
0.77,Premium,F,VS1,60.9,60.0,2859,124.755372
0.71,Ideal,G,VS1,61.5,56.0,2859,117.447288
0.7,Premium,D,VS2,59.6,61.0,2859,115.45769999999999
0.75,Fair,F,VS1,55.8,70.0,2859,122.729334
0.83,Premium,E,SI2,59.2,60.0,2859,137.447856
0.71,Very Good,F,VS2,61.3,61.0,2860,113.91239999999999
0.9,Very Good,J,SI2,63.6,58.0,2860,143.29449
0.6,Ideal,E,VVS2,61.9,54.9,2860,98.59184
0.71,Premium,D,VS1,62.9,57.0,2860,112.20384
0.53,Ideal,F,VVS1,61.4,57.0,2860,87.02720000000001
0.71,Premium,D,SI1,60.7,58.0,2861,122.43196000000002
0.62,Ideal,G,VVS2,61.6,56.0,2861,100.64842000000002
0.62,Ideal,G,VVS2,61.6,56.0,2861,102.058424
0.9,Premium,I,SI1,63.0,58.0,2861,139.44942899999998
0.62,Fair,F,IF,60.1,61.0,2861,102.386844
0.82,Premium,E,SI2,61.7,59.0,2861,132.97726
0.66,Premium,D,VS1,61.0,58.0,2861,108.325917
0.7,Very Good,D,SI1,62.5,55.0,2862,115.459344
0.8,Very Good,F,SI1,62.6,58.0,2862,129.23360000000002
0.8,Very Good,D,SI2,62.5,59.0,2862,128.44742399999998
0.79,Premium,F,SI1,62.3,54.0,2862,130.54599
0.71,Very Good,F,VVS1,63.2,60.0,2862,112.83954000000001
0.7,Ideal,H,VS2,61.1,57.0,2862,114.7139
0.7,Very Good,E,VS2,58.7,63.0,2862,109.22239500000002
0.79,Premium,H,VS1,60.0,60.0,2862,132.34785200000002
0.7,Premium,E,VS2,59.5,59.0,2862,115.85583000000001
1.22,Premium,E,I1,60.9,57.0,2862,200.72606399999998
1.01,Fair,E,SI2,67.6,57.0,2862,158.602158
0.73,Premium,E,VS2,62.5,61.0,2862,117.03112799999998
0.91,Good,I,VS2,64.3,58.0,2863,143.69355
0.71,Ideal,D,SI1,60.8,56.0,2863,117.80031999999999
0.83,Premium,G,SI1,62.3,58.0,2863,133.831281
0.84,Premium,F,SI2,62.3,59.0,2863,136.94145599999996
0.71,Premium,D,SI1,61.0,61.0,2863,118.13145
0.71,Premium,D,SI1,59.7,59.0,2863,117.13332000000001
0.71,Premium,D,SI1,61.7,56.0,2863,116.62175999999998
0.71,Ideal,D,SI1,61.7,57.0,2863,115.69574999999999
0.71,Premium,D,SI1,61.4,58.0,2863,117.85544999999999
0.71,Premium,D,SI1,60.6,58.0,2863,116.92904999999999
0.91,Premium,J,SI1,59.5,62.0,2863,147.92448000000002
0.9,Premium,J,VS2,59.8,62.0,2863,144.151488
0.71,Premium,H,VVS2,61.5,62.0,2863,114.437232
0.71,Premium,E,SI1,59.1,61.0,2863,116.51968
0.72,Ideal,F,VS2,59.5,57.0,2863,121.21410000000002
0.72,Premium,E,SI1,60.9,60.0,2863,116.45197199999998
0.71,Ideal,E,VS2,61.0,55.0,2863,117.18959999999998
0.81,Ideal,E,SI2,60.3,57.0,2864,133.81922
0.83,Very Good,I,VS2,61.6,58.0,2865,136.978655
0.73,Premium,D,SI1,60.8,55.0,2865,121.071685
0.56,Very Good,D,VVS1,62.0,56.0,2866,90.98774999999999
0.56,Very Good,D,VVS1,61.8,55.0,2866,91.50669899999998
0.71,Ideal,E,VS1,62.2,55.0,2866,116.47608000000001
0.7,Ideal,H,VVS1,62.3,58.0,2866,114.20748
0.96,Premium,I,SI1,61.3,58.0,2866,156.59973
0.71,Very Good,H,VVS1,62.9,57.0,2867,115.176411
0.7,Ideal,D,VS2,62.4,57.0,2867,112.164096
0.71,Ideal,H,VVS1,60.4,57.0,2867,117.53630000000001
0.8,Premium,H,VS2,61.2,53.0,2867,133.13872
0.95,Premium,F,SI2,58.4,57.0,2867,156.835393
0.82,Ideal,F,SI2,62.3,56.0,2867,132.58266
0.52,Ideal,F,VVS1,61.2,56.0,2867,85.98688200000001
0.82,Ideal,F,SI2,61.7,53.0,2867,137.3328
0.82,Ideal,F,SI2,62.3,56.0,2867,133.82941599999998
0.82,Premium,F,SI2,59.7,57.0,2867,137.531088
0.8,Ideal,G,SI1,61.3,57.0,2867,128.21390399999999
0.96,Fair,F,SI2,68.2,61.0,2867,146.33556
0.72,Ideal,I,VS1,62.4,55.0,2868,117.7462
0.62,Ideal,G,IF,60.5,57.0,2868,102.81551999999999
0.79,Premium,E,SI2,61.0,58.0,2868,127.29368000000001
0.75,Very Good,E,SI1,63.1,56.0,2868,119.26452000000002
1.08,Premium,D,I1,61.9,60.0,2869,171.04932000000002
0.72,Ideal,E,SI1,60.8,55.0,2869,118.94970399999998
0.62,Ideal,G,IF,61.8,56.0,2869,100.096077
0.73,Ideal,G,VVS2,61.3,57.0,2869,121.13152799999999
0.72,Ideal,H,VVS2,60.9,57.0,2869,117.59721599999999
0.52,Premium,F,VVS2,61.8,60.0,2870,84.17714400000001
0.83,Ideal,E,SI2,62.2,57.0,2870,136.125
0.64,Premium,E,VVS2,62.1,58.0,2870,105.38646399999999
0.8,Ideal,G,SI1,62.5,57.0,2870,129.67020000000002
0.74,Ideal,H,SI1,62.1,56.0,2870,121.10076
0.72,Ideal,F,SI1,61.5,56.0,2870,117.24055200000001
0.82,Ideal,H,VS2,59.5,57.0,2870,135.293004
0.73,Premium,E,VS1,61.3,59.0,2870,119.21539
1.04,Premium,I,I1,61.6,61.0,2870,166.09136999999998
0.73,Very Good,E,SI1,61.3,58.0,2871,119.21183999999998
0.73,Good,E,SI1,63.6,57.0,2871,118.35252
0.9,Premium,J,SI1,62.8,59.0,2871,141.202098
0.75,Ideal,I,SI1,61.8,55.0,2871,123.12085499999999
0.79,Ideal,G,SI1,62.6,55.0,2871,130.460295
0.7,Good,D,SI1,62.5,56.7,2872,110.269458
0.75,Very Good,D,SI1,60.7,55.0,2872,124.406432
1.02,Ideal,I,I1,61.7,56.0,2872,166.76444400000003
0.7,Very Good,G,SI2,59.0,62.0,2872,115.04845799999998
0.7,Ideal,D,SI1,61.8,56.0,2872,113.232249
0.7,Good,E,SI1,61.4,64.0,2872,112.79191400000002
0.7,Ideal,D,SI1,61.4,54.0,2872,115.5704
0.7,Ideal,D,SI1,60.7,56.0,2872,114.4572
0.7,Very Good,D,SI1,60.2,60.0,2872,116.4582
0.72,Very Good,E,VS2,58.3,57.0,2872,120.70377000000002
0.74,Ideal,E,SI1,62.3,58.0,2872,119.10614799999999
0.84,Good,G,SI1,65.1,55.0,2872,135.499896
